y1,y2,y3,y4,gen,race,income
99,100,100,100,1,0,50.9069789783895
100,100,100,100,1,0,51.0937591454955
50,75,80,90,1,0,46.5224171975792
100,100,50,60,0,0,51.8699289095475
50,90,100,50,1,0,50.7254205431375
25,0,50,100,0,0,46.8250483787375
0,0,0,0,1,0,48.6755473984405
20,0,50,0,1,0,48.7996543720099
99,99,75,20,1,0,51.5664478170615
50,95,0,0,1,0,50.584596275723
100,90,0,0,1,0,43.7109450153437
80,100,100,0,0,1,50.48988420388
50,30,50,100,0,1,52.461327674445
97,90,80,80,0,0,51.7635488077145
25,50,50,0,0,0,53.806508717238
75,100,80,40,1,0,47.6240163702325
50,50,0,90,1,0,52.4199167269475
90,50,50,90,1,0,46.8213691782716
0,98,0,50,1,1,49.5387481531966
50,100,99,100,0,0,50.235956193119
75,0,25,0,0,0,53.5837768819305
99,100,100,0,0,0,43.4882919119794
99,99,90,99,1,0,47.7111212141715
90,70,70,0,1,0,45.4745969941053
10,30,10,50,0,0,43.3593996796635
75,50,75,99,1,0,48.573067142954
50,50,75,75,0,1,49.0046838312377
10,0,80,90,0,0,51.781254531589
0,0,25,0,1,1,47.51336907632
20,35,70,70,0,1,46.6406628521487
75,45,65,50,0,1,47.9512404513794
50,0,50,30,0,1,52.613223086062
0,0,99,50,0,1,44.8030527371932
99,75,90,95,0,0,42.720886475275
10,80,70,99,0,0,49.1431165119941
90,80,80,50,0,0,51.52822501509
0,99,98,98,0,0,39.0081140404927
95,90,60,20,0,0,53.0077907987895
80,60,70,80,0,0,45.1585291440555
85,85,99,15,1,0,50.5501685033875
10,98,99,99,1,0,44.8860154176845
100,100,100,75,1,0,45.774587108257
99,90,100,0,1,1,49.9938586538268
100,50,100,100,1,1,50.87998131993
0,0,0,0,0,1,53.3188988265725
60,50,55,50,0,1,46.5877285863246
100,0,50,50,1,0,37.6060034066521
20,100,0,50,1,1,51.454381932912
2,0,0,1,1,1,44.5981260938665
0,50,0,0,1,1,45.5758941069418
50,99,100,50,0,1,49.4594345380906
50,0,0,0,0,0,52.9143290574015
85,75,85,80,1,0,48.8604973426865
95,90,100,100,0,0,52.8315998712935
90,99,85,99,1,0,47.8552889990166
25,20,25,30,0,0,52.4568039354045
50,98,90,100,1,0,46.3808894467044
70,0,0,0,0,1,50.8082976355495
0,100,0,100,0,0,52.543057536243
50,99,50,50,1,1,48.1482357429644
50,100,100,100,1,0,33.2286018361728
4,100,100,0,1,0,49.4116915187351
92,0,100,1,1,0,43.7275728539974
99,90,0,100,1,1,43.0770641344604
50,50,0,0,1,0,48.5733063812283
30,100,0,0,1,0,46.1685199912864
25,5,0,50,0,1,47.9263770186002
100,65,0,100,1,1,43.6388449125739
100,75,100,100,1,1,42.4490495345856
0,0,0,0,1,0,52.5755968701615
0,95,0,50,1,1,50.8363885746505
5,80,25,25,1,0,48.8312001951523
100,0,100,0,1,0,54.266248162085
100,80,100,100,0,0,46.0721085958593
75,0,100,90,0,0,49.7055800071595
50,75,75,0,0,1,48.6503622143998
90,100,0,0,1,1,44.627456782947
85,95,0,98,1,0,43.976685279975
100,50,100,100,1,1,43.4010152425933
50,0,75,1,0,1,49.1419864485337
75,90,80,0,0,1,50.9338958192925
100,100,75,50,0,1,48.8357837515737
30,20,0,15,1,0,41.016334678499
75,100,100,100,1,1,51.090810622117
0,100,90,100,1,1,51.6157606986635
100,100,100,100,1,0,39.9830326577144
99,100,9,90,0,0,45.9652658733829
79,100,50,0,0,0,54.5000949914145
100,95,100,90,1,0,46.974710911017
100,100,100,100,1,0,48.9897940668811
95,90,99,99,1,0,45.9924598047238
90,95,75,90,1,0,50.918480283183
100,100,100,80,1,0,53.504990403219
100,50,100,100,1,0,45.6539355554355
75,50,0,100,1,0,49.6915788551985
0,100,100,0,1,0,40.9626462649582
100,100,100,100,0,1,47.8622893298321
100,100,0,0,1,0,51.36521653286
95,45,100,100,1,0,49.4747956546512
100,0,100,100,1,0,48.8464052496922
50,0,100,80,1,0,46.0759425645603
75,99,95,95,1,0,48.5498003059348
25,100,100,100,0,0,55.773719216353
15,99,100,90,1,1,43.6052063374228
90,100,100,100,0,1,51.599985606012
99,100,1,1,0,1,48.8607055285607
0,38,65,89,0,0,43.8450968326954
98,0,100,100,0,0,52.111784261666
99,100,100,100,1,0,49.978701485526
90,98,100,99,1,1,48.6316043449998
80,80,0,99,0,1,52.1054815504905
75,100,100,98,1,1,48.0201587774363
0,0,0,0,1,1,43.9535115548616
70,100,100,100,0,1,53.947623081532
50,100,50,0,0,0,53.428837500509
0,50,95,0,0,1,50.750470683606
100,100,100,100,0,0,50.654559584843
0,0,0,0,1,1,48.5172139986393
0,75,67,95,1,0,40.8698983223769
100,100,100,0,0,0,49.0926045054765
99,95,100,75,0,0,51.5673510325575
100,60,0,0,0,0,49.0588407269302
100,0,5,0,1,0,51.486814021567
50,100,79,100,1,0,48.9336304057864
100,0,0,75,1,0,49.3727839381018
75,50,90,50,0,0,50.747529491938
99,99,99,99,1,0,48.3974247793962
95,100,100,100,0,1,50.52954456907
99,100,100,100,0,0,47.9221745825106
90,70,75,50,1,1,45.6688115619076
85,99,98,100,1,0,48.8161361101604
50,75,50,5,1,0,43.4774541662248
0,100,100,100,1,1,47.5853139337372
80,100,69,89,0,1,51.068578679918
50,50,30,99,1,1,49.5942729364919
0,87,10,21,0,1,48.6453663577319
20,80,0,0,1,1,50.640574496044
0,9,0,0,1,1,49.0671096848472
100,100,100,99,1,1,49.7633395586582
100,100,99,99,0,1,47.5553855094596
50,90,0,70,0,1,54.020851638729
0,0,0,0,1,1,51.5427485978095
100,0,50,100,1,1,49.0015062881103
100,100,100,100,1,1,50.9934925642755
100,99,99,100,1,1,48.8847903767721
60,90,100,99,0,0,46.2616928053211
95,90,90,95,0,0,50.2022902782135
50,97,100,100,1,0,50.0158749424695
0,30,65,66,0,0,48.1778272233299
0,0,0,0,1,0,42.2470550543776
100,100,0,0,1,1,41.201506764279
5,100,90,100,1,0,42.5742086808527
98,100,0,100,0,1,44.0006345075308
100,35,85,100,0,0,54.2492035226615
100,100,100,0,0,0,51.2541567000805
99,80,80,100,1,0,31.1504902499834
80,90,100,95,1,0,49.848522741015
25,0,0,0,0,0,49.0177474661782
5,100,100,90,1,0,48.202304987521
0,0,99,80,0,0,51.305549048525
100,100,100,0,1,0,54.5518620790385
40,95,99,100,1,0,44.885764382122
80,60,75,60,0,0,46.9248839742397
50,50,75,100,1,0,47.2829519856524
99,100,100,100,1,0,44.5312526419903
100,100,25,50,0,0,51.5331250079585
90,99,50,80,0,0,49.0952006715541
50,100,50,80,1,0,47.598715124974
50,1,75,100,0,0,51.604020298708
90,90,60,100,0,0,52.206467459576
0,50,100,75,0,0,53.3981428738735
0,100,0,0,1,0,48.2157873916382
75,70,40,10,1,0,46.6192042197244
90,50,75,99,0,0,47.2318174495771
85,60,50,0,1,0,52.931565133897
32,32,3,65,0,0,55.062919892064
35,15,5,2,0,0,54.552050879202
50,80,87,88,1,0,49.87403305333
99,0,0,99,1,0,52.2511480360845
99,99,99,100,0,0,44.5433160603031
0,90,80,100,0,0,43.9210676040356
90,55,95,75,0,0,49.6697147917927
20,75,70,20,0,0,52.643146618158
99,100,100,100,1,0,44.5613681765791
60,0,100,100,0,0,48.0856046772977
90,40,40,90,0,0,50.9737007744285
50,100,100,100,1,0,47.0826344712251
30,50,100,100,1,0,50.3730573112115
68,50,99,60,0,0,51.5735382722545
100,98,100,75,0,0,51.4704508266685
75,100,100,100,1,0,49.2597774989277
90,99,100,100,1,0,49.6884671825557
100,100,0,0,1,0,51.9563149437395
69,100,40,100,0,0,50.7587928643235
5,100,0,99,0,0,50.65817852657
0,0,0,0,1,0,46.0902500191053
99,90,75,90,0,0,51.3500723651145
60,50,80,70,0,0,53.1269355258255
99,0,30,0,1,0,49.879727588124
50,100,100,100,0,0,48.8689056931989
100,100,95,85,1,0,53.346904391368
100,100,100,100,0,0,48.869594225162
99,75,50,75,1,0,46.7646599791687
100,100,100,100,1,1,50.711581351543
0,100,0,100,1,1,42.250901357754
100,100,99,99,1,0,50.105282416361
100,100,100,100,0,0,49.7763825759161
95,85,85,75,1,0,43.2467063145743
2,70,75,65,0,0,47.4103797287991
99,95,100,100,1,0,49.4812569607772
100,100,90,100,0,0,52.5060757421175
100,0,70,0,1,0,46.3276165779728
80,85,95,80,0,0,50.315215268058
0,0,35,50,1,0,46.3885048276681
2,75,100,50,0,0,48.9769033234842
0,100,75,100,1,0,49.9282164765399
100,95,100,90,1,0,51.1778644148015
0,50,0,1,1,0,47.9242054886793
5,0,25,60,1,0,50.7905316280775
0,100,100,75,1,0,43.7951660575312
0,90,0,99,1,0,46.3114175959422
10,50,25,50,1,0,40.5594731197262
50,0,0,0,0,0,54.8058792684805
100,50,75,0,0,0,50.8285249001785
60,100,90,40,1,0,45.4966809740331
60,99,99,99,0,0,49.4372897377429
90,95,80,100,0,0,50.2712973857165
50,0,50,70,0,0,53.5897830672325
0,100,99,99,0,0,50.4470117089845
10,90,0,10,0,0,50.9805496768145
100,100,100,99,1,0,37.4835276263014
100,50,80,100,0,0,53.6103693395725
0,0,100,100,0,0,51.324772672321
0,75,100,100,1,0,51.1552404493675
50,100,100,100,0,0,55.454508037119
100,100,100,100,1,0,49.1408002460276
95,50,50,100,0,0,49.5621800617229
50,0,0,0,1,1,44.6441801871814
100,50,70,75,1,0,49.7374863334545
100,100,99,100,0,0,54.490535344597
20,99,90,85,0,0,49.7628029221941
100,100,100,100,0,0,50.436915755208
75,30,90,100,0,0,46.3000336533283
100,0,50,0,0,0,44.1008695742029
75,50,25,50,0,0,49.2124938937634
0,50,50,75,0,0,50.9103008487055
99,40,50,100,1,0,47.4092880821311
75,50,50,50,0,0,47.7404225507898
100,100,100,100,0,0,50.700345681918
90,100,99,90,0,0,51.9386735941925
12,68,85,50,0,0,46.943020020844
90,75,0,60,0,0,49.2879407578513
25,50,85,50,1,0,46.1351429166606
99,0,0,0,1,0,49.6203851321986
99,99,99,99,0,0,51.73048940324
75,100,40,30,0,0,49.3092389066825
90,70,70,70,0,0,51.8843478926925
60,100,100,100,0,0,50.2921353716
0,80,100,100,1,0,50.6469143922295
100,10,100,0,0,0,46.9651350840478
99,75,99,99,1,0,45.2995161846022
99,50,100,100,0,1,46.4719064420728
0,0,0,95,1,0,44.6191959195939
75,95,85,95,1,0,48.025184925724
50,75,99,50,0,0,51.970040370923
50,90,80,80,0,0,48.731977063033
75,100,100,100,1,0,49.1471933928815
100,100,80,100,0,0,55.01485465689
10,100,90,50,0,0,45.9519290155815
100,100,100,100,0,0,52.6918539743935
100,80,50,50,1,0,52.351657047796
90,100,100,100,0,0,50.463675097694
2,0,100,0,0,0,51.093824159943
0,100,70,100,1,0,49.3766464823845
80,100,80,100,0,0,43.8279957678258
0,75,45,0,0,0,41.633623367778
99,0,100,100,1,0,51.7544328501525
100,90,50,100,1,0,46.3242020554235
90,1,2,89,0,0,48.795350721044
50,100,0,100,1,0,46.4949477278091
100,97,45,75,1,0,48.3445530964107
90,50,99,50,1,0,45.7090067695167
50,100,100,100,1,0,46.0566526777182
50,50,50,100,1,0,51.7350908284775
0,0,0,0,1,0,47.6717506810511
100,1,0,1,0,0,42.2518665406593
50,0,100,100,1,0,47.7806733540208
100,100,100,100,1,0,49.2440570880319
10,90,0,50,1,0,50.9763756433535
100,0,100,100,1,0,50.240663360168
0,0,1,0,0,0,52.0325097311185
90,99,80,100,0,0,48.0262970484611
100,99,99,95,0,0,49.6730710921308
50,0,0,0,1,0,52.12885543011
90,100,0,100,1,0,45.155396897176
100,60,0,100,0,0,45.6809246363122
100,100,100,100,1,0,46.7496944577473
100,100,100,100,0,0,43.7681702156296
0,0,100,50,1,0,43.8677083337126
0,0,50,0,1,0,50.2916291770055
75,99,99,100,0,0,49.9424359235624
80,4,90,70,0,0,51.4392682712135
100,100,100,20,1,0,43.8167604499195
90,50,96,99,0,0,52.477278832183
60,90,99,99,0,0,51.043429763818
100,85,100,99,1,0,44.5274422003849
95,99,98,0,1,0,48.5141867244138
70,10,90,100,1,0,47.7005426493622
95,93,95,91,0,0,51.091888084135
0,0,0,85,1,0,49.513618267571
80,75,79,100,1,0,42.0379380168361
100,100,0,0,1,0,39.5405191002572
83,50,0,50,1,0,46.7350699417107
60,80,24,15,0,0,51.257670646134
1,1,1,1,1,1,50.890620269012
0,0,0,100,1,1,49.8221537267393
50,60,50,75,0,0,46.843622929709
5,100,100,100,1,0,48.8554463814463
99,0,0,100,0,0,43.6471947883414
100,99,89,98,1,0,42.6531733080821
0,100,100,100,0,0,51.291000329704
100,100,100,100,1,0,47.4606410169791
0,0,0,15,1,0,43.9972745793296
75,98,90,95,1,0,43.2210258930187
100,100,92,100,0,0,51.415602532803
38,85,90,99,0,0,47.5884060143618
75,78,10,100,0,0,48.7785942217388
2,50,50,50,0,0,47.0350902709045
85,90,70,100,1,0,44.1241045266221
100,80,70,100,1,0,47.0742616255394
75,40,50,50,1,0,46.9703365219668
0,100,100,45,1,0,44.183404808727
50,0,100,0,0,1,49.3630262830524
100,0,90,75,1,0,51.837669757888
0,100,100,100,1,0,41.3276567978227
75,99,100,10,0,0,45.0159389466547
75,100,99,100,1,0,49.4786332258258
50,0,50,100,1,0,47.6375157377234
92,0,75,75,0,1,47.4542210402977
100,80,80,98,0,0,50.918292081254
100,100,100,0,0,0,51.5389021317975
35,100,15,50,0,0,46.6793290051626
100,100,100,100,0,0,54.9589953744045
100,0,0,0,0,0,50.282997661968
90,90,100,100,1,0,52.6684204893055
1,0,100,100,0,0,47.765338301074
98,100,100,80,0,0,52.313796260045
0,99,85,100,0,0,44.8755337696366
100,0,0,100,1,0,39.4385986283849
100,1,50,50,0,0,49.8842459376745
15,0,0,0,0,0,48.7555091579346
100,100,100,90,1,1,47.6232789895
50,65,90,80,0,0,51.529344162676
50,25,25,20,0,0,48.1195931910287
50,90,95,80,1,0,49.6984631588307
0,75,99,100,1,1,42.5333403718017
100,98,75,50,0,1,47.6777869791747
15,75,80,0,0,0,47.8210293617569
100,100,99,100,1,0,51.081616440551
50,85,98,99,1,1,47.5256867784054
90,10,49,100,0,0,48.4794755831095
60,25,10,10,0,0,49.3888430862208
100,100,100,100,1,0,51.3054047612775
0,80,99,100,0,0,53.0784140519005
99,100,99,100,0,1,45.7265815556148
100,0,100,50,0,0,51.507063669093
75,100,100,50,0,0,46.5490589739511
25,100,100,100,1,1,53.0929789397965
100,0,30,99,1,1,45.3708539502878
0,5,100,100,0,1,47.9968559330464
0,0,2,0,0,0,53.2596370220235
0,0,50,100,1,1,48.1532151151685
95,98,0,99,1,0,44.6058124806358
60,90,60,10,1,0,45.7422225640915
95,80,100,99,0,0,49.3110701764095
100,100,100,99,0,0,48.2797097178027
50,90,100,0,1,0,54.337632970693
98,100,100,75,1,0,51.8546638365865
75,70,70,60,0,0,54.649240629667
99,85,90,40,1,0,43.4708259785359
100,0,0,100,0,0,38.2977587900535
99,99,100,100,1,0,42.388502985004
50,99,5,50,1,0,35.9899459874623
100,98,90,99,1,0,47.4477870792236
100,95,100,100,1,0,49.1399167057306
100,100,99,99,1,0,50.687145796324
100,99,50,30,0,0,52.207631810498
100,100,100,100,0,1,50.565919154747
25,20,75,50,0,0,48.6269128171165
50,1,100,100,1,0,40.3972419927878
99,100,98,50,0,0,37.2286624629465
50,85,100,50,0,0,48.4577910638196
99,100,100,100,0,0,50.5067770015635
75,100,100,80,0,0,50.351502827863
100,100,100,100,0,0,49.9405726606063
100,100,100,100,1,0,49.9000851189135
50,50,19,100,0,0,42.4796012314524
90,50,99,98,1,0,39.1512135659835
40,75,50,100,1,0,47.5757936141202
80,100,90,90,1,0,51.904169049035
50,50,0,100,0,0,33.4689391480451
50,50,100,0,0,0,45.5943878484472
0,75,50,50,1,0,43.7863099921325
50,30,50,50,1,1,40.9570801966182
100,100,100,100,0,1,53.477522672195
0,0,0,100,1,0,51.432896958839
99,100,99,100,1,0,46.9097854252992
100,80,60,90,1,0,47.3388124413466
90,0,90,0,0,0,49.7628485180499
0,100,100,100,0,0,46.0136721661783
99,95,80,97,0,0,51.8471717082625
75,95,99,99,0,1,48.7961417813097
100,0,95,99,1,0,51.4558406470285
99,100,100,90,1,0,45.5031770555651
75,100,100,100,1,1,48.8415528868927
0,0,80,100,1,0,40.7446151634443
99,75,90,90,0,0,47.798627341338
90,100,50,100,1,0,47.5530104159732
75,25,0,50,0,0,54.6429960425915
100,50,80,100,0,0,49.2839883306741
98,89,80,90,1,0,51.0130466999795
40,80,50,80,0,0,45.9998478881017
99,0,100,0,0,0,50.320914093832
0,0,0,100,1,0,45.0420131110432
99,90,90,100,0,0,53.1197260217735
50,100,0,0,1,0,44.0623032584237
80,85,100,100,0,1,48.8105933175065
100,93,100,95,1,0,49.7367098478227
99,40,78,88,0,0,49.9410081093222
50,75,100,100,0,0,50.8706765773245
0,0,50,100,1,0,51.747868663196
98,100,99,90,0,0,50.415925213843
75,0,0,0,0,1,46.478913508812
75,50,50,50,0,0,50.9240889955335
75,100,100,100,1,0,48.4869514878087
90,90,0,90,0,0,52.328088599296
95,50,98,0,0,0,52.5636979829255
0,100,100,100,1,0,33.1414999864108
50,95,50,50,1,0,44.3008726047253
75,50,100,100,0,0,52.5397148692615
95,99,100,0,1,0,35.1417613925529
65,80,40,50,1,1,47.0909800905529
75,0,0,50,0,0,53.3751604444925
100,0,10,0,0,0,50.8306039470605
100,100,95,100,0,0,49.3669898768588
90,80,0,50,0,0,52.026658765019
90,100,100,99,1,0,45.5272693176854
0,100,100,100,1,0,50.58048406125
0,0,0,0,1,0,50.8713886427525
90,2,50,25,0,0,50.9345368387605
100,100,100,100,1,0,52.2847143655355
99,95,90,80,0,0,50.6329157351315
100,0,70,60,1,0,47.7789571731909
90,100,0,0,0,0,53.293281861496
0,0,0,0,1,1,51.311883584854
50,99,100,100,1,0,47.3764163071825
100,100,0,98,1,0,46.5656927844803
100,99,100,100,1,0,37.8405370309906
0,65,70,25,1,0,41.3399984499066
75,0,0,0,0,0,48.8139851587887
0,85,55,50,0,0,49.0140502848112
80,80,99,100,1,0,46.7986971111446
90,98,100,0,0,0,42.8780699619723
50,99,100,0,1,0,44.0537321637104
55,0,0,10,1,0,45.9650039060711
75,0,80,0,0,0,45.6108541312252
75,50,100,100,1,0,49.0025294375503
0,0,99,20,0,0,52.258499323754
50,0,0,0,1,0,51.2713493863795
100,100,100,100,0,0,51.9403724177195
80,50,100,100,1,1,48.4419461138479
20,2,0,90,1,0,51.4692357895695
80,80,95,50,0,0,51.981173574477
95,99,90,95,0,0,53.4047936351715
90,95,90,85,1,0,49.0073088246786
80,50,100,100,1,0,47.5903622473266
50,0,90,75,0,0,51.7838564573885
2,50,30,90,1,0,43.397475502261
0,95,100,0,1,0,45.8154404558991
100,0,100,100,1,0,53.85795241275
100,50,100,0,1,0,39.8849054236614
70,60,80,50,0,0,50.200112331116
100,0,25,100,0,0,50.0767143552265
85,100,99,60,0,0,39.6311317870031
70,65,60,50,1,0,46.6225353183142
75,0,0,90,0,0,47.1324061018192
80,95,90,95,0,0,51.250298319141
100,50,100,100,0,0,49.9352112456137
10,50,10,0,1,0,48.9419546853124
0,0,5,0,0,0,48.0827227843162
100,100,99,100,1,0,46.33103423905
100,99,100,100,0,0,51.6320676233515
75,100,100,99,1,0,42.8773915418534
50,40,100,20,1,0,42.8501136416077
100,100,100,100,0,0,52.024656018495
0,100,100,0,0,0,54.0742426695265
50,0,100,99,0,0,52.827684406916
10,100,100,0,1,0,46.8586292888091
99,90,90,50,0,0,49.5322284922336
100,0,0,100,1,0,31.1798031577702
100,100,100,100,1,0,50.8214131554165
0,5,50,55,0,0,51.198413511498
0,0,0,0,1,0,51.8807290617905
80,0,99,0,0,0,50.161060308542
75,75,90,75,1,0,49.613600454754
100,0,0,0,1,0,46.128903242085
100,100,99,99,0,0,48.588590804127
50,99,95,99,1,0,54.4206583181935
50,95,75,98,0,0,49.5155982351204
0,100,90,100,1,0,39.7381259822798
50,80,95,98,0,0,53.7079124187215
75,75,100,100,0,0,54.267300748324
95,50,60,60,0,0,52.099700145086
98,95,95,50,1,0,50.7288796845215
75,100,100,100,1,0,40.7677767270671
0,100,100,100,0,0,50.989603017667
85,100,90,80,0,0,47.9290138509114
100,100,100,99,0,0,41.3668036463524
50,50,100,99,0,0,47.2612170578103
50,100,50,75,1,0,47.0282477730635
90,50,50,0,1,0,42.2120598918043
90,75,90,60,0,0,50.0000217082195
0,99,99,50,1,0,39.7629766530488
90,0,89,80,1,0,44.8032016239036
100,100,100,100,1,0,47.815584426982
99,100,100,99,1,0,41.0075504544207
85,0,50,50,1,0,51.8437033206335
99,100,100,100,1,0,40.5893805226267
100,0,0,0,1,0,51.459375488244
45,50,50,15,0,0,49.3712706359763
99,0,0,99,1,0,49.046940988238
75,95,100,100,1,1,47.6247565891686
50,50,0,0,1,0,51.802418197652
75,99,0,0,1,0,52.1218103408865
99,100,100,75,0,1,44.61036622742
90,100,100,100,0,1,46.606434533894
50,75,100,65,1,1,43.9122294561494
50,75,100,100,1,0,48.2510908006722
75,80,99,99,0,0,47.8825650628682
0,100,0,88,0,0,56.2458644474495
5,50,60,10,0,0,52.8376104461245
100,0,95,0,1,0,45.9186422984786
90,50,30,0,0,0,52.9615370280025
100,100,100,100,1,0,50.1779244276995
95,99,99,0,1,1,45.8586212603657
100,100,100,100,1,0,49.1536650147077
100,0,0,0,1,0,42.7883750507046
95,90,90,95,0,0,50.456080332677
0,100,100,100,0,0,50.1234977287235
0,0,100,100,1,0,38.5349602683144
58,80,100,23,0,0,44.3989865555063
100,0,0,40,1,0,42.2154795652061
99,85,75,90,0,0,53.487079525063
100,100,100,0,0,0,50.179222341166
100,25,89,90,0,0,43.9175846428061
90,80,90,100,1,0,42.8669899812761
75,90,80,99,1,0,45.53152186969
100,100,99,0,0,0,49.5325441711926
100,90,100,0,0,0,42.9545566488832
20,92,82,0,1,0,45.4696126661323
70,90,0,50,0,0,50.24769788042
100,90,50,50,1,0,46.4029851152073
75,0,50,100,1,0,47.3876699561652
95,50,50,50,0,0,49.2755333305953
50,95,99,99,1,0,43.3612767420127
90,90,90,100,0,0,50.1232013021115
89,50,20,0,0,0,46.088119958681
100,50,50,100,0,0,47.3182347661223
100,99,100,100,0,0,52.3574640225525
90,100,85,80,0,0,52.539670244719
99,99,99,100,0,0,49.5288078233944
0,99,90,95,0,0,50.957165963553
45,0,20,45,0,0,50.7970518191145
99,99,100,100,0,0,51.72186897915
90,100,100,95,0,0,54.031848845264
100,99,75,100,1,0,45.8786103926711
100,99,95,99,1,0,38.4863219307371
90,75,50,75,0,0,49.5545716900283
40,2,100,75,1,0,42.214270251124
100,98,99,100,0,1,50.603196280408
75,75,100,100,0,0,52.3194521418405
5,1,5,4,0,0,32.2557842414828
99,0,100,100,1,0,47.6517946182776
0,0,90,100,1,0,40.2006204620548
0,100,92,95,0,0,43.0662461099413
90,25,15,2,1,0,46.1246328123869
30,99,99,97,0,0,54.5645389020975
95,100,90,100,1,0,48.5254232127505
50,90,0,0,0,0,53.6831658101765
100,50,15,15,0,0,44.2834790415612
0,100,100,100,0,0,53.2215501855055
15,99,100,100,0,1,50.5678055503205
75,0,100,100,0,0,51.5732405872415
98,99,99,99,1,0,42.761603774157
50,95,80,50,0,0,49.4080486620895
85,50,50,50,0,0,45.1903927603103
100,90,100,100,1,0,47.8807287078093
100,90,100,0,0,0,53.394687517458
75,75,90,97,0,0,49.5849890866663
65,100,95,100,1,1,44.2782537350049
80,100,80,95,1,0,49.0306688516064
100,100,100,100,1,0,49.2710810366571
10,98,50,0,1,1,40.9601793580616
100,50,50,50,0,0,49.9935185652713
0,0,0,99,1,0,48.6707538032595
45,0,90,0,0,0,53.5095432846305
60,0,50,50,1,0,50.463649334959
100,0,0,0,0,0,47.5346020490033
0,0,100,50,0,1,40.9288140384214
75,50,95,100,1,1,50.351815090179
99,99,0,100,1,0,47.8679529519721
5,60,100,70,0,0,53.1027481910425
75,100,100,100,1,0,46.2733694933572
100,100,100,0,1,0,45.8709147055801
100,99,0,100,1,0,51.1232739531145
75,75,95,85,1,0,47.2387388836246
90,100,99,50,0,0,44.8474127604659
90,99,98,95,0,0,50.018251064385
75,50,20,40,0,0,52.938253528678
50,10,50,25,0,0,52.0759876332155
0,0,0,0,1,0,49.6277006536891
60,5,0,0,1,0,46.087940165548
90,0,0,100,1,0,52.2673144970205
100,0,80,75,1,0,46.611988967111
95,100,100,85,1,0,48.801176515885
99,99,99,50,0,0,53.4352269582065
100,100,99,100,1,0,48.8993385729903
75,45,50,50,0,1,49.7494188341997
100,80,60,50,1,0,50.154694202654
75,100,100,100,1,0,37.7582819895261
80,75,50,30,0,0,53.9698401043565
90,75,85,90,1,0,48.151737589714
5,0,99,100,1,0,48.5647278518914
100,0,50,100,0,1,54.0634590759285
100,100,0,0,1,1,32.815049429807
0,99,100,100,1,0,50.90851112476
100,0,100,100,0,0,45.5378294169442
75,70,75,0,0,0,52.146276408688
50,40,0,60,0,0,50.638637708945
0,20,20,20,0,0,57.294781725356
100,1,0,50,1,0,51.470136746812
99,95,0,50,0,0,53.4783577415965
0,3,2,0,1,0,48.5375785399122
22,0,100,100,0,0,49.9914177911054
100,99,100,75,0,0,52.9384384160855
60,10,60,25,0,0,50.229427061263
95,99,97,98,0,0,50.0327324142415
100,100,100,100,0,0,50.8931316361675
50,50,80,80,0,0,51.8001695872275
99,68,50,0,0,0,48.7592647888826
0,0,100,0,0,0,53.5653478716135
77,0,99,0,0,0,51.2733545559815
100,25,60,50,0,0,50.9094092885195
99,84,80,90,0,1,52.0641897884365
1,90,98,95,1,1,47.9800995562371
100,25,70,25,0,0,53.1058502266925
90,50,75,0,1,0,43.437611512537
99,100,100,99,0,0,49.5169036508825
50,99,0,95,0,0,51.1691390742195
99,75,100,0,1,0,48.1075873457813
100,0,1,100,1,0,49.9936319045605
100,95,60,99,0,0,47.7102567477658
25,50,50,50,1,0,46.7390894571113
75,50,100,99,1,1,45.0160757075302
100,99,100,50,1,0,46.5705723080124
100,0,50,75,0,0,49.1802365219485
95,100,98,100,0,0,48.9027179563838
85,50,75,100,1,0,43.2891795278298
100,50,60,60,0,1,38.9347411925589
80,99,100,0,0,0,49.225091322492
10,0,80,0,1,0,48.1425624649215
90,75,100,60,0,0,52.511223119545
100,95,99,99,1,1,38.8850220241123
90,100,100,100,1,0,49.058709844901
50,100,100,100,1,0,46.6964974359934
100,100,99,100,1,0,51.7399767081315
0,100,0,0,0,1,47.7689844119095
25,75,10,20,1,1,41.1176580828688
90,100,100,98,1,0,49.2109843209352
100,95,99,99,0,0,51.3979745063835
100,99,100,100,1,0,52.9228682502415
100,95,100,100,1,0,50.4407459262995
100,1,100,100,1,0,50.036548449997
100,100,100,100,1,0,52.7071484798845
80,60,90,100,1,0,45.339493753549
75,70,75,75,0,0,56.822843309411
100,100,50,0,1,0,48.461240267653
50,80,100,0,0,0,50.6083185461375
96,100,0,99,0,0,53.4894910274825
20,100,1,60,0,0,51.583525361587
95,99,99,100,0,0,48.7545256098271
93,0,100,0,1,0,46.5031362741271
99,50,65,100,1,0,49.5592213263731
0,0,0,100,0,0,49.119065151428
95,99,0,0,1,0,41.6088821419259
50,0,50,25,0,0,45.2706868511551
100,50,99,100,1,0,43.9906286659409
99,100,100,100,0,0,51.4818218921775
100,0,100,100,0,0,37.8354660597764
100,50,50,50,1,0,46.4812692450235
25,100,99,50,0,0,49.8194278715321
0,50,89,97,1,0,46.7645028217188
75,75,90,0,1,0,48.6097206386273
10,100,0,25,1,0,49.0179435884888
75,90,0,0,1,0,40.4872497358211
1,0,1,0,1,0,48.6742358550528
100,95,100,100,0,0,53.1555025893885
85,0,100,100,0,0,47.9761745864646
